variable_name,type,category,sensitive,source,contexts
INGRESS_4_HOSTNAME,string,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_4_SERVICE,url,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_4_ORIGINREQUEST_NOTLSVERIFY,boolean,services,no,yaml,"cloudflared-rpa4all-ide"
INGRESS_5_SERVICE,string,services,no,yaml,"cloudflared-rpa4all-ide"
LOGLEVEL,string,services,no,yaml,"cloudflared-rpa4all-ide"
LOGFILE,path,services,no,yaml,"cloudflared-rpa4all-ide"
NO-AUTOUPDATE,boolean,services,no,yaml,"cloudflared-rpa4all-ide"
GRACE-PERIOD,string,services,no,yaml,"cloudflared-rpa4all-ide"
OPENAPI,string,services,no,yaml,"openapi;openapi.generated"
INFO_TITLE,string,services,no,yaml,"openapi;openapi.generated"
INFO_VERSION,string,services,no,yaml,"openapi;openapi.generated"
INFO_DESCRIPTION,string,services,no,yaml,"openapi;openapi.generated"
SERVERS_0_URL,url,services,no,yaml,"openapi;openapi.generated"
SERVERS_0_DESCRIPTION,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/MODELS_GET_SUMMARY,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/MODELS_GET_RESPONSES_200_DESCRIPTION,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/MODELS/{ID}_GET_SUMMARY,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/MODELS/{ID}_GET_PARAMETERS_0_NAME,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/MODELS/{ID}_GET_PARAMETERS_0_IN,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/MODELS/{ID}_GET_PARAMETERS_0_REQUIRED,boolean,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/MODELS/{ID}_GET_PARAMETERS_0_SCHEMA_TYPE,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/MODELS/{ID}_GET_RESPONSES_200_DESCRIPTION,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/FUNCTIONS_GET_SUMMARY,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/FUNCTIONS_GET_RESPONSES_200_DESCRIPTION,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/FUNCTIONS_POST_SUMMARY,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/FUNCTIONS_POST_RESPONSES_201_DESCRIPTION,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/RAG/INDEX_POST_SUMMARY,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/RAG/INDEX_POST_RESPONSES_200_DESCRIPTION,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/TAGS_GET_SUMMARY,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/TAGS_GET_RESPONSES_200_DESCRIPTION,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/GENERATE_POST_SUMMARY,string,services,no,yaml,"openapi;openapi.generated"
PATHS_/API/GENERATE_POST_RESPONSES_200_DESCRIPTION,string,services,no,yaml,"openapi;openapi.generated"
COMPONENTS_SCHEMAS_USERRESPONSE_TYPE,string,services,no,yaml,"openapi;openapi.generated"
COMPONENTS_SCHEMAS_USERRESPONSE_PROPERTIES_ID_TYPE,string,services,no,yaml,"openapi;openapi.generated"
COMPONENTS_SCHEMAS_USERRESPONSE_PROPERTIES_NAME_TYPE,string,services,no,yaml,"openapi;openapi.generated"
COMPONENTS_SCHEMAS_USERRESPONSE_PROPERTIES_EMAIL_TYPE,string,services,no,yaml,"openapi;openapi.generated"
NAME,string,services,no,yaml,"new-mcp-server;homelab"
VERSION,string,services,no,yaml,"new-mcp-server;homelab"
SCHEMA,string,services,no,yaml,"new-mcp-server;homelab"
MCPSERVERS_0_NAME,string,services,no,yaml,"new-mcp-server;homelab"
MCPSERVERS_0_COMMAND,path,services,no,yaml,"new-mcp-server;homelab"
MCPSERVERS_0_ENV_HOMELAB_URL,url,services,no,yaml,"new-mcp-server;homelab"
MCPSERVERS_0_ENV_API_BASE_URL,url,services,no,yaml,"new-mcp-server;homelab"
DATASOURCES_0_JSONDATA_TLSSKIPVERIFY,boolean,services,no,yaml,"authentik-http"
DATASOURCES_0_JSONDATA_HTTPHEADERNAME1,string,services,no,yaml,"authentik-http"
DATASOURCES_0_SECUREJSONDATA_HTTPHEADERVALUE1,string,services,no,yaml,"authentik-http"
DATASOURCES_0_VERSION,boolean,services,no,yaml,"authentik-http"
WIKI_TOKEN,string,authentication,no,.env,""
OPENAI_COMPATIBLE_API_KEY,string,authentication,no,python-config,"config"
OPENROUTER_API_KEY,string,authentication,no,.env,""
DB_PASSWORD,string,authentication,no,docker-compose,"netbox-worker;netbox"
NEXTCLOUD_ADMIN_PASSWORD,string,authentication,no,python-config,"config"
AUTHENTIK_SUBDOMAIN,string,authentication,no,.env,""
MYSQL_PASSWORD,string,authentication,no,docker-compose,"nextcloud;nextcloud-db"
MYSQL_ROOT_PASSWORD,string,authentication,no,docker-compose,"nextcloud-db"
AUTHENTIK_TOKEN,string,authentication,no,.env,""
AUTHENTIK_VERIFY_TLS,boolean,authentication,no,.env,""
AUTHENTIK_NEXTCLOUD_CLIENT_ID,string,authentication,no,.env,""
AUTHENTIK_NEXTCLOUD_CLIENT_SECRET,string,authentication,no,.env,""
GOOGLE_AI_API_KEY,string,authentication,no,python-config,"config"
GOOGLE_AI_API_KEY_NAME,string,authentication,no,.env,""
GOOGLE_HOME_TOKEN,string,authentication,no,.env,""
HOME_ASSISTANT_TOKEN,string,authentication,no,.env,""
MAILU_SECRET_KEY,string,authentication,no,docker-compose,"mailu-postfix;mailu-backend;mailu-roundcube;mailu-frontend;mailu-dovecot"
MAILU_DB_PASSWORD,string,authentication,no,.env,""
MAILU_REDIS_PASSWORD,string,authentication,no,.env,""
AUTH_RATELIMIT,string,authentication,no,.env,""
JIRA_API_TOKEN,string,authentication,no,.env,""
EMAIL_DB_PASSWORD,string,authentication,no,.env,""
SHARED_IPC_SECRET,string,authentication,no,.env,""
TELEGRAM_BOT_TOKEN,string,authentication,no,python-config,"config"
NETBOX_REMOTE_AUTH_ENABLED,boolean,authentication,no,.env,""
NETBOX_REMOTE_AUTH_AUTO_CREATE_USER,boolean,authentication,no,.env,""
NETBOX_REMOTE_AUTH_HEADER,string,authentication,no,.env,""
NETBOX_REMOTE_AUTH_USER_EMAIL,string,authentication,no,.env,""
NETBOX_REMOTE_AUTH_GROUP_SYNC_ENABLED,boolean,authentication,no,.env,""
NETBOX_REMOTE_AUTH_GROUP_HEADER,string,authentication,no,.env,""
NETBOX_REMOTE_AUTH_GROUP_SEPARATOR,string,authentication,no,.env,""
NETBOX_REMOTE_AUTH_STAFF_GROUPS,string,authentication,no,.env,""
NETBOX_REMOTE_AUTH_SUPERUSER_GROUPS,string,authentication,no,.env,""
NETBOX_DB_PASSWORD,string,authentication,no,.env,""
NETBOX_REDIS_PASSWORD,string,authentication,no,.env,""
NETBOX_REDIS_CACHE_PASSWORD,string,authentication,no,.env,""
NETBOX_SECRET_KEY,string,authentication,no,.env,""
NETBOX_SUPERUSER_PASSWORD,string,authentication,no,.env,""
GLPI_DB_PASSWORD,string,authentication,no,docker-compose,"glpi"
OAUTH_SESSION_TOKEN_ENCRYPTION_KEY,string,authentication,no,.env,""
GITHUB_TOKEN,string,authentication,no,python-config,"config"
TUNNEL_API_TOKEN,string,authentication,no,.env,""
ENABLE_OAUTH_SIGNUP,boolean,authentication,no,docker-compose,"open-webui"
OAUTH_PROVIDER_NAME,string,authentication,no,docker-compose,"open-webui"
OAUTH_CLIENT_ID,string,authentication,no,docker-compose,"open-webui"
OAUTH_CLIENT_SECRET,string,authentication,no,docker-compose,"open-webui"
OAUTH_SCOPES,string,authentication,no,docker-compose,"open-webui"
GF_AUTH_GENERIC_OAUTH_ENABLED,boolean,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_ALLOW_SIGN_UP,boolean,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_CLIENT_ID,string,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_CLIENT_SECRET,string,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_SCOPES,string,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_AUTH_URL,url,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_TOKEN_URL,url,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_API_URL,url,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_ROLE_ATTRIBUTE_PATH,string,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_ROLE_ATTRIBUTE_STRICT,boolean,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_AUTO_LOGIN,boolean,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_INSECURE_SKIP_VERIFY,boolean,authentication,no,docker-compose,"grafana"
POSTGRES_PASSWORD,string,authentication,no,docker-compose,"mail-db;postgres;wikijs-db;mailu-db;netbox-postgres"
ROUNDCUBEMAIL_DB_PASSWORD,string,authentication,no,docker-compose,"roundcube"
GF_SECURITY_ADMIN_PASSWORD,string,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_NAME,string,authentication,no,docker-compose,"grafana"
GF_AUTH_GENERIC_OAUTH_USE_REFRESH_TOKEN,boolean,authentication,no,docker-compose,"grafana"
GF_AUTH_SIGNOUT_REDIRECT_URL,url,authentication,no,docker-compose,"grafana"
GF_AUTH_ANONYMOUS_ENABLED,boolean,authentication,no,docker-compose,"grafana"
GF_AUTH_ANONYMOUS_ORG_NAME,string,authentication,no,docker-compose,"grafana"
GF_AUTH_ANONYMOUS_ORG_ROLE,string,authentication,no,docker-compose,"grafana"
GF_DATABASE_PASSWORD,string,authentication,no,docker-compose,"grafana"
OPENSEARCH_INITIAL_ADMIN_PASSWORD,string,authentication,no,docker-compose,"opensearch-node1"
OIDC_CLIENT_SECRET,string,authentication,no,docker-compose,"wikijs"
OIDC_AUTH_ENDPOINT,url,authentication,no,docker-compose,"wikijs"
OIDC_TOKEN_ENDPOINT,url,authentication,no,docker-compose,"wikijs"
ADMIN_TOKEN,string,authentication,no,docker-compose,"vaultwarden"
REDIS_CACHE_PASSWORD,string,authentication,no,docker-compose,"netbox-worker;netbox"
REDIS_PASSWORD,string,authentication,no,docker-compose,"netbox-worker;netbox;netbox-redis;netbox-redis-cache"
REMOTE_AUTH_AUTO_CREATE_USER,string,authentication,no,docker-compose,"netbox-worker;netbox"
REMOTE_AUTH_ENABLED,string,authentication,no,docker-compose,"netbox-worker;netbox"
REMOTE_AUTH_GROUP_HEADER,string,authentication,no,docker-compose,"netbox-worker;netbox"
REMOTE_AUTH_GROUP_SEPARATOR,string,authentication,no,docker-compose,"netbox-worker;netbox"
REMOTE_AUTH_GROUP_SYNC_ENABLED,string,authentication,no,docker-compose,"netbox-worker;netbox"
REMOTE_AUTH_HEADER,string,authentication,no,docker-compose,"netbox-worker;netbox"
REMOTE_AUTH_STAFF_GROUPS,string,authentication,no,docker-compose,"netbox-worker;netbox"
REMOTE_AUTH_SUPERUSER_GROUPS,string,authentication,no,docker-compose,"netbox-worker;netbox"
REMOTE_AUTH_USER_EMAIL,string,authentication,no,docker-compose,"netbox-worker;netbox"
SECRET_KEY,string,authentication,no,docker-compose,"netbox-worker;netbox"
SUPERUSER_PASSWORD,string,authentication,no,docker-compose,"netbox-worker;netbox"
MARIADB_PASSWORD,string,authentication,no,docker-compose,"glpi-db"
MARIADB_RANDOM_ROOT_PASSWORD,boolean,authentication,no,docker-compose,"glpi-db"
SECRETS_AGENT_DATA,path,authentication,no,systemd,"clear-trading-agent"
SECRETS_AGENT_URL,url,authentication,no,systemd,"ollama-finetune"
HF_TOKEN,string,authentication,no,python-config,"config"
HUGGINGFACEHUB_API_TOKEN,string,authentication,no,python-config,"config"
HOMELAB_SSH_KEY,string,authentication,no,python-config,"config"
SECRETS_API_URL,string,authentication,no,python-config,"router_network_config"
ALL_CHILDREN_HOMELAB_HOSTS_HOMELAB_ANSIBLE_SSH_PRIVATE_KEY_FILE,string,authentication,no,yaml,"inventory_homelab"
CONTACTPOINTS_0_RECEIVERS_0_SETTINGS_BOTTOKEN,string,authentication,no,yaml,"contactpoints"
DATASOURCES_0_BASICAUTH,boolean,authentication,no,yaml,"datasources"
DATASOURCES_1_BASICAUTH,boolean,authentication,no,yaml,"datasources"
DATASOURCES_1_SECUREJSONDATA_PASSWORD,string,authentication,no,yaml,"datasources"
DATASOURCES_2_BASICAUTH,boolean,authentication,no,yaml,"datasources"
DATASOURCES_2_SECUREJSONDATA_PASSWORD,string,authentication,no,yaml,"datasources"
PATHS_/API/V1/AUTHS/SIGNIN_POST_SUMMARY,string,authentication,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/AUTHS/SIGNIN_POST_REQUESTBODY_REQUIRED,boolean,authentication,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/AUTHS/SIGNIN_POST_REQUESTBODY_CONTENT_APPLICATION/JSON_SCHEMA_TYPE,string,authentication,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/AUTHS/SIGNIN_POST_REQUESTBODY_CONTENT_APPLICATION/JSON_SCHEMA_PROPERTIES_EMAIL_TYPE,string,authentication,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/AUTHS/SIGNIN_POST_REQUESTBODY_CONTENT_APPLICATION/JSON_SCHEMA_PROPERTIES_PASSWORD_TYPE,string,authentication,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/AUTHS/SIGNIN_POST_RESPONSES_200_DESCRIPTION,string,authentication,no,yaml,"openapi;openapi.generated"
PATHS_/API/V1/AUTHS/SIGNIN_POST_RESPONSES_200_CONTENT_APPLICATION/JSON_SCHEMA_$REF,string,authentication,no,yaml,"openapi;openapi.generated"
COMPONENTS_SCHEMAS_USERRESPONSE_PROPERTIES_TOKEN_TYPE,string,authentication,no,yaml,"openapi;openapi.generated"
MCPSERVERS_0_ENV_SECRETS_AGENT_URL,url,authentication,no,yaml,"new-mcp-server;homelab"
DATABASE_URL,string,database,no,python-config,"config"
DB_HOST,string,database,no,docker-compose,"netbox-worker;wikijs;netbox"
DB_PORT,integer,database,no,docker-compose,"wikijs"
DB_USER,string,database,no,docker-compose,"netbox-worker;wikijs;netbox"
DB_NAME,string,database,no,docker-compose,"netbox-worker;wikijs;netbox"
MARIADB_IMAGE,string,database,no,.env,""
REDIS_IMAGE,string,database,no,.env,""
MYSQL_DATABASE,string,database,no,docker-compose,"nextcloud;nextcloud-db"
MYSQL_USER,string,database,no,docker-compose,"nextcloud;nextcloud-db"
MAILU_DATABASE_URL,url,database,no,.env,""
MAILU_REDIS_URL,url,database,no,.env,""
CMDB_TIMEZONE,string,database,no,.env,""
CMDB_PROXY_BIND,string,database,no,.env,""
CMDB_PROXY_HTTP_PORT,integer,database,no,.env,""
NETBOX_POSTGRES_IMAGE_TAG,string,database,no,.env,""
NETBOX_REDIS_IMAGE_TAG,string,database,no,.env,""
GLPI_DB_IMAGE_TAG,integer,database,no,.env,""
NETBOX_DB_NAME,string,database,no,.env,""
NETBOX_DB_USER,string,database,no,.env,""
GLPI_DB_NAME,string,database,no,docker-compose,"glpi"
GLPI_DB_USER,string,database,no,docker-compose,"glpi"
POSTGRES_DB,string,database,no,docker-compose,"mail-db;postgres;wikijs-db;mailu-db;netbox-postgres"
POSTGRES_USER,string,database,no,docker-compose,"mail-db;postgres;wikijs-db;mailu-db;netbox-postgres"
ROUNDCUBEMAIL_DB_TYPE,string,database,no,docker-compose,"roundcube"
ROUNDCUBEMAIL_DB_HOST,string,database,no,docker-compose,"roundcube"
ROUNDCUBEMAIL_DB_NAME,string,database,no,docker-compose,"roundcube"
ROUNDCUBEMAIL_DB_USER,string,database,no,docker-compose,"roundcube"
MAILU_DB_DRIVER,string,database,no,docker-compose,"mailu-backend"
MAILU_DB_URI,url,database,no,docker-compose,"mailu-backend"
MAILU_REDIS_URI,url,database,no,docker-compose,"mailu-backend;mailu-roundcube"
GF_DATABASE_TYPE,string,database,no,docker-compose,"grafana"
GF_DATABASE_HOST,string,database,no,docker-compose,"grafana"
GF_DATABASE_NAME,string,database,no,docker-compose,"grafana"
GF_DATABASE_USER,string,database,no,docker-compose,"grafana"
GF_DATABASE_SSL_MODE,string,database,no,docker-compose,"grafana"
DB_TYPE,string,database,no,docker-compose,"wikijs"
DB_PASS,string,database,no,docker-compose,"wikijs"
REDIS_CACHE_DATABASE,boolean,database,no,docker-compose,"netbox-worker;netbox"
REDIS_CACHE_HOST,string,database,no,docker-compose,"netbox-worker;netbox"
REDIS_DATABASE,boolean,database,no,docker-compose,"netbox-worker;netbox"
REDIS_HOST,string,database,no,docker-compose,"nextcloud;netbox-worker;netbox"
MARIADB_DATABASE,string,database,no,docker-compose,"glpi-db"
MARIADB_USER,string,database,no,docker-compose,"glpi-db"
GLPI_DB_HOST,string,database,no,docker-compose,"glpi"
GLPI_DB_PORT,integer,database,no,docker-compose,"glpi"
MYSQL_HOST,string,database,no,docker-compose,"nextcloud"
DATASOURCES_1_DATABASE,string,database,no,yaml,"datasources"
DATASOURCES_1_JSONDATA_POSTGRESVERSION,integer,database,no,yaml,"datasources"
DATASOURCES_2_DATABASE,string,database,no,yaml,"datasources"
DATASOURCES_2_JSONDATA_POSTGRESVERSION,integer,database,no,yaml,"datasources"
MCPSERVERS_0_ENV_DATABASE_URL,url,database,no,yaml,"new-mcp-server;homelab"
KUCOIN_API_KEY,string,trading,no,.env,""
KUCOIN_API_SECRET,string,trading,no,.env,""
KUCOIN_API_PASSPHRASE,string,trading,no,.env,""
KUCOIN_ALLOWED_IP,string,trading,no,.env,""
BTC_ENGINE_API_PORT,integer,trading,no,.env,""
COIN_CONFIG_FILE,string,trading,no,python-config,"validate_btc_config"
COMPATIBILITY_METHOD,string,trading,no,systemd,"job-monitor"
PROMETHEUS_URL,url,trading,no,systemd,"tape-quality-ollama-narrator"
SCRAPE_CONFIGS_4_STATIC_CONFIGS_0_LABELS_COIN,string,trading,no,yaml,"prometheus"
SCRAPE_CONFIGS_5_STATIC_CONFIGS_0_LABELS_COIN,string,trading,no,yaml,"prometheus"
SCRAPE_CONFIGS_6_STATIC_CONFIGS_0_LABELS_COIN,string,trading,no,yaml,"prometheus"
SCRAPE_CONFIGS_7_STATIC_CONFIGS_0_LABELS_COIN,string,trading,no,yaml,"prometheus"
SCRAPE_CONFIGS_8_STATIC_CONFIGS_0_LABELS_COIN,string,trading,no,yaml,"prometheus"
SCRAPE_CONFIGS_9_STATIC_CONFIGS_0_LABELS_COIN,string,trading,no,yaml,"prometheus"
SCRAPE_CONFIGS_10_STATIC_CONFIGS_0_LABELS_COIN,string,trading,no,yaml,"prometheus"
SCRAPE_CONFIGS_11_STATIC_CONFIGS_0_LABELS_COIN,string,trading,no,yaml,"prometheus"
SCRAPE_CONFIGS_17_STATIC_CONFIGS_0_LABELS_COIN,string,trading,no,yaml,"prometheus"
ALL_CHILDREN_HOMELAB_VARS_ANSIBLE_BECOME_METHOD,string,trading,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_VARS_PROMETHEUS_METRICS_DIR,path,trading,no,yaml,"inventory_homelab"
ALL_CHILDREN_HOMELAB_VARS_PROMETHEUS_TEXTFILE_COLLECTOR,path,trading,no,yaml,"inventory_homelab"
GROUPS_2_RULES_0_LABELS_COIN,string,trading,no,yaml,"rules"
GROUPS_2_RULES_1_LABELS_COIN,string,trading,no,yaml,"rules"
GROUPS_2_RULES_2_LABELS_COIN,string,trading,no,yaml,"rules"
GROUPS_2_RULES_3_LABELS_COIN,string,trading,no,yaml,"rules"
GROUPS_2_RULES_4_LABELS_COIN,string,trading,no,yaml,"rules"
GROUPS_2_RULES_5_LABELS_COIN,string,trading,no,yaml,"rules"
GROUPS_2_RULES_6_LABELS_COIN,string,trading,no,yaml,"rules"
GROUPS_4_RULES_2_LABELS_COIN,string,trading,no,yaml,"rules"
GROUPS_5_RULES_0_LABELS_COIN,string,trading,no,yaml,"rules"
GROUPS_5_RULES_1_LABELS_COIN,string,trading,no,yaml,"rules"
CONTACTPOINTS_1_RECEIVERS_0_SETTINGS_HTTPMETHOD,string,trading,no,yaml,"contactpoints"
DATASOURCES_0_JSONDATA_HTTPMETHOD,string,trading,no,yaml,"authentik-http"
GOOGLE_SDM_PROJECT,string,integrations,no,.env,""
GOOGLE_SDM_PROJECT_NUMBER,string,integrations,no,.env,""
GOOGLE_SDM_PROJECT_ID,string,integrations,no,.env,""
TELEGRAM_CHAT_ID,string,integrations,no,python-config,"config"
WEBHOOKS_ENABLED,boolean,integrations,no,docker-compose,"netbox-worker;netbox"
GITHUB_AGENT_URL,string,integrations,no,python-config,"config"
GLOBAL_TELEGRAM_API_URL,url,integrations,no,yaml,"alertmanager_telegram"
RECEIVERS_1_WEBHOOK_CONFIGS_0_URL,url,integrations,no,yaml,"alertmanager_telegram"
RECEIVERS_1_WEBHOOK_CONFIGS_0_SEND_RESOLVED,boolean,integrations,no,yaml,"alertmanager_telegram"
RECEIVERS_1_WEBHOOK_CONFIGS_0_HEADERS_X-ALERT-TYPE,string,integrations,no,yaml,"alertmanager_telegram"
RECEIVERS_2_WEBHOOK_CONFIGS_0_URL,url,integrations,no,yaml,"alertmanager_telegram"
RECEIVERS_2_WEBHOOK_CONFIGS_0_SEND_RESOLVED,boolean,integrations,no,yaml,"alertmanager_telegram"
RECEIVERS_2_WEBHOOK_CONFIGS_0_HEADERS_X-ALERT-TYPE,string,integrations,no,yaml,"alertmanager_telegram"
LTFS_MOUNT_POINT,path,infrastructure,no,.env,""
REQUIRE_MOUNTPOINT,path,infrastructure,no,systemd,"homelab-tape-log-drain-sg1"
LTFS_ALLOW_UNMOUNTED_OUTSIDE_WINDOW,boolean,infrastructure,no,systemd,"ltfs-lto6-selfheal-escalator"
AGENT_NETWORK_EXPORTER_PORT,integer,infrastructure,no,systemd,"agent-network-exporter"
DOCKER_HOST,string,infrastructure,no,python-config,"config"
GRAFANA_URL,url,monitoring,no,systemd,"grafana-selfheal;tape-quality-ollama-narrator"
GRAFANA_CONTAINER,string,monitoring,no,systemd,"grafana-selfheal"
GROUPS_0_RULES_0_ALERT,string,monitoring,no,yaml,"rpa4all-snapshot-alerts;selfhealing_rules;alert_rules;ltfs-selfheal-rules"
GROUPS_0_RULES_1_ALERT,string,monitoring,no,yaml,"rpa4all-snapshot-alerts;selfhealing_rules;alert_rules;ltfs-selfheal-rules"
GROUPS_0_RULES_2_ALERT,string,monitoring,no,yaml,"rpa4all-snapshot-alerts;selfhealing_rules;alert_rules;ltfs-selfheal-rules"
GROUPS_0_RULES_3_ALERT,string,monitoring,no,yaml,"rpa4all-snapshot-alerts;alert_rules;ltfs-selfheal-rules"
GROUPS_0_RULES_4_ALERT,string,monitoring,no,yaml,"rpa4all-snapshot-alerts;ltfs-selfheal-rules"
GROUPS_0_RULES_5_ALERT,string,monitoring,no,yaml,"rpa4all-snapshot-alerts;ltfs-selfheal-rules"
GROUPS_1_RULES_0_ALERT,string,monitoring,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_1_ALERT,string,monitoring,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_2_ALERT,string,monitoring,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_3_ALERT,string,monitoring,no,yaml,"selfhealing_rules;alert_rules"
GROUPS_1_RULES_4_ALERT,string,monitoring,no,yaml,"alert_rules"
GROUPS_1_RULES_5_ALERT,string,monitoring,no,yaml,"alert_rules"
GROUPS_1_RULES_6_ALERT,string,monitoring,no,yaml,"alert_rules"
GROUPS_0_RULES_6_ALERT,string,monitoring,no,yaml,"ltfs-selfheal-rules"
CONTACTPOINTS_1_RECEIVERS_0_SETTINGS_MAXALERTS,boolean,monitoring,no,yaml,"contactpoints"
